"","time_horizon","total_wildland_area","houses_per_ha","house_price","agric_land_price","fire_fight_cost_per_ha","salvage_logging_cost_per_ha","output_1"
"801",36,165253,13.1619671243941,80825.2495390352,9876.73029675786,1396.56081504174,1917.71945628775,-316707099.074179
"802",36,165253,1.81957974485122,27071.4720365214,11960.4739587743,689.337081135556,2086.97105490415,-344818105.8204
"803",36,165253,8.82572329714894,32879.4836211574,7517.7422791963,1387.7643324939,1822.9867998266,-294299938.848178
"804",36,165253,4.72556574058253,32317.1401023016,17122.8531079671,805.527343946186,1955.44295219544,-323078026.183125
"805",36,165253,6.27475254815072,42492.5139658525,9702.31478016917,1737.64523190045,1905.37257296451,-314805352.556129
"806",36,165253,19.262196694687,32406.8768334532,10299.5109491849,1165.24752755671,1787.06921835279,-295318549.540454
"807",36,165253,18.9206486297306,25385.176954914,13377.7312201753,109.541862201195,1689.15323549314,-279136141.210481
"808",36,165253,12.7973536243429,17528.1996501548,10765.3338975186,523.562293423758,1950.76712891406,-322363668.067291
"809",36,165253,19.3085705420002,49087.3908412404,11337.0178546234,51.6307268120207,1862.41378810542,-304686962.445358
"810",36,165253,19.1210768006975,62341.0550568299,16771.7659327851,1305.38279303052,1781.16565752459,-287753995.454945
"811",36,165253,1.82230734943878,62725.3528933296,15042.9956543333,362.516792782486,1668.82754704835,-275778702.513801
"812",36,165253,7.56629707452375,39266.7821304052,5884.07447064381,382.100037582355,1829.43419165278,-302316690.686703
"813",36,165253,5.62805239332374,18358.3612481388,9553.49363500745,809.897187202827,1953.95073602325,-322779363.572365
"814",36,165253,18.6376176867867,44320.4564153754,14763.1646428731,2162.74256678607,1971.48515625323,-325444331.591556
"815",36,165253,4.02502723808866,35779.4182793059,8585.08967155851,567.608359320051,1834.7857774493,-302912458.74112
"816",36,165253,4.69292848028708,22795.4713137481,15859.0731415601,80.8205864465883,2085.57458565669,-344299295.850279
"817",36,165253,19.5272722500842,43114.6558556386,7214.55814558837,746.400956250353,1914.60269016092,-316372897.581092
"818",36,165253,10.7419118676567,40998.5097307591,7825.4776534475,458.328780068139,1949.35730179656,-322136748.887497
"819",36,165253,14.5559282504953,57068.9038338344,20668.4263612048,945.65575279119,1990.70978124833,-328970758.351378
"820",36,165253,13.9515867231414,59609.5837876562,9733.47193151432,560.678838553546,1918.5121865863,-317037298.702263
"821",36,165253,10.2970947051886,82879.3428169989,10615.805562207,2312.29763817054,1852.77319359794,-306175413.85164
"822",36,165253,9.91218202167656,124272.120277364,4678.20392410635,1684.72035742941,1956.06447229945,-322148714.507956
"823",36,165253,19.8855176249286,102672.573669377,13935.6943884861,135.408677951217,1631.32539082217,-258951750.450063
"824",36,165253,10.1679127582582,49719.1150679221,8979.72444533767,528.934610936337,1871.89145869788,-308366215.814132
"825",36,165253,17.1492146003759,40709.1397082887,12624.0428666998,1743.76349583418,1927.8300741768,-318442143.309162
"826",36,165253,13.2946540596429,129623.787749815,7731.93061716438,775.920706421007,1912.9313270884,-314182865.587412
"827",36,165253,0.867672381154261,53482.4326665067,10829.4182301706,310.344179944941,2151.27447122576,-355504559.881438
"828",36,165253,14.7617898691678,64640.5158495374,5367.54012844405,422.243824483194,1978.69570484964,-325002358.918273
"829",36,165253,3.31729568426963,38184.3654347176,12110.390648666,908.64673211153,1893.62732071572,-312436369.250727
"830",36,165253,16.1117783159018,17936.3438227774,4651.43166955609,335.005044659679,2139.09098421221,-353379802.439533
"831",36,165253,16.25678709934,29532.82004818,20805.0989168056,107.423413712344,1900.2132311875,-311608320.783666
"832",36,165253,16.8452412064886,40048.8348079556,8970.30874257785,1195.02871225704,2119.67154390593,-343488531.035103
"833",36,165253,14.4155547865899,67306.5079480544,2286.43542378635,1220.19307337503,1947.09668597715,-316759983.416474
"834",36,165253,4.61815096146893,21899.511615859,6530.38212035119,1092.38773138264,1820.92056716958,-300869445.366664
"835",36,165253,10.3657239081338,26217.0132825958,19410.6837176452,251.742751551893,2098.67921556897,-346812903.28784
"836",36,165253,6.26263989619911,40375.2408492113,5296.58287360869,2326.43249509826,1908.28724328217,-313523291.372109
"837",36,165253,10.5173716818681,63134.0543692541,10940.919010141,70.0359981556146,1814.03310079041,-299748002.193641
"838",36,165253,17.5895132895559,37542.9273396026,8201.07340906536,275.644015107436,1997.09653453366,-329001179.70243
"839",36,165253,4.48691651185509,38314.9596206861,9907.79897331396,1743.72482839291,1867.02834365514,-308531802.862772
"840",36,165253,20.8490655208239,42898.3222219599,20430.5600846005,1482.4132224317,2014.53088621911,-329351887.397793
"841",36,165253,6.43622693438083,13795.447174202,12183.7318597892,266.817839088752,2306.84562365062,-381175589.34189
"842",36,165253,16.9992888002424,100596.169110606,3166.76753250879,249.734684140994,2040.49396763604,-337196223.8074
"843",36,165253,19.118908775365,31476.309385871,17014.4944277492,2489.34829868545,2090.54762786787,-345461160.325908
"844",36,165253,7.67107254066504,51503.8000188417,16046.5718764493,435.943317163319,1820.28236948638,-296831223.090533
"845",36,165253,14.6768040508265,53975.5636113693,18810.290152754,1610.7551335967,1908.98859010399,-312315795.50447
"846",36,165253,10.2211233955575,114474.680975633,15354.9151785455,955.56158109612,2001.51246353839,-330748479.135174
"847",36,165253,1.86643572160974,39117.4944488039,3832.34040671721,1308.73096710934,2045.6388233875,-338039929.836899
"848",36,165253,3.97613368316088,50226.1764079248,3709.39051054167,1615.11553929332,2165.64878253581,-357794998.672636
"849",36,165253,9.83466727300547,68181.4396576148,13109.6936981974,92.544840836144,1798.62265920366,-281232970.916109
